,"Most similar countries to coresponding (topic, country) pair"
wall_Ukraine,"[('Serbia', 0.958), ('Jordan', 0.944), ('France', 0.938), ('Tunisia', 0.938), ('Nepal', 0.937), ('Spain', 0.934), ('China', 0.925), ('Vietnam', 0.923), ('South Korea', 0.923), ('Mexico', 0.923), ('Brazil', 0.923), ('India', 0.921), ('Philippines', 0.921), ('Indonesia', 0.92), ('United States', 0.92), ('Nigeria', 0.916), ('Netherlands', 0.913), ('South Africa', 0.909), ('Ethiopia', 0.908), ('Cambodia', 0.903), ('Tanzania', 0.9), ('Kenya', 0.895), ('Bolivia', 0.894), ('Iran', 0.893), ('Malawi', 0.89), ('Colombia', 0.888), ('Burkina Faso', 0.885), (""Cote d'Ivoire"", 0.877), ('Haiti', 0.871), ('Myanmar', 0.865), ('Bangladesh', 0.856), ('Thailand', 0.847), ('Pakistan', 0.814), ('Peru', 0.809), ('Cameroon', 0.749)]"
wall_Serbia,"[('France', 0.958), ('Ukraine', 0.958), ('Spain', 0.947), ('United States', 0.942), ('Mexico', 0.941), ('Brazil', 0.941), ('China', 0.936), ('India', 0.934), ('Jordan', 0.934), ('Philippines', 0.933), ('Nepal', 0.933), ('Indonesia', 0.931), ('South Korea', 0.928), ('Tunisia', 0.926), ('Iran', 0.923), ('Ethiopia', 0.923), ('Vietnam', 0.922), ('Netherlands', 0.922), ('South Africa', 0.917), ('Nigeria', 0.912), ('Cambodia', 0.911), ('Colombia', 0.909), ('Tanzania', 0.898), ('Kenya', 0.896), ('Bolivia', 0.888), ('Thailand', 0.876), ('Myanmar', 0.871), (""Cote d'Ivoire"", 0.866), ('Haiti', 0.863), ('Malawi', 0.855), ('Burkina Faso', 0.855), ('Bangladesh', 0.853), ('Peru', 0.822), ('Pakistan', 0.822), ('Cameroon', 0.755)]"
wall_Vietnam,"[('Philippines', 0.941), ('China', 0.938), ('Nepal', 0.938), ('India', 0.937), ('Indonesia', 0.931), ('Brazil', 0.931), ('Cambodia', 0.93), ('France', 0.926), ('Tunisia', 0.924), ('Ukraine', 0.923), ('Serbia', 0.922), ('South Korea', 0.92), ('Nigeria', 0.92), ('Jordan', 0.919), ('South Africa', 0.918), ('Tanzania', 0.917), ('Kenya', 0.91), ('United States', 0.906), ('Mexico', 0.902), ('Ethiopia', 0.9), ('Colombia', 0.899), ('Bolivia', 0.892), ('Thailand', 0.892), ('Netherlands', 0.892), ('Myanmar', 0.891), ('Iran', 0.886), ('Spain', 0.884), ('Bangladesh', 0.881), ('Haiti', 0.877), (""Cote d'Ivoire"", 0.874), ('Peru', 0.868), ('Malawi', 0.853), ('Pakistan', 0.853), ('Burkina Faso', 0.851), ('Cameroon', 0.831)]"
wall_Jordan,"[('Tunisia', 0.968), ('Nepal', 0.95), ('Ukraine', 0.944), ('South Korea', 0.939), ('Bolivia', 0.937), ('France', 0.935), ('Serbia', 0.934), ('Philippines', 0.933), ('Indonesia', 0.932), ('Nigeria', 0.931), ('India', 0.924), ('Cambodia', 0.921), ('Vietnam', 0.919), ('Brazil', 0.919), (""Cote d'Ivoire"", 0.918), ('China', 0.913), ('Malawi', 0.909), ('Burkina Faso', 0.909), ('United States', 0.907), ('South Africa', 0.905), ('Tanzania', 0.904), ('Spain', 0.903), ('Kenya', 0.903), ('Haiti', 0.901), ('Mexico', 0.9), ('Ethiopia', 0.896), ('Myanmar', 0.879), ('Netherlands', 0.879), ('Colombia', 0.878), ('Iran', 0.877), ('Bangladesh', 0.873), ('Thailand', 0.852), ('Peru', 0.825), ('Pakistan', 0.817), ('Cameroon', 0.77)]"
wall_Burkina Faso,"[('Malawi', 0.965), (""Cote d'Ivoire"", 0.919), ('Nigeria', 0.916), ('Nepal', 0.913), ('Jordan', 0.909), ('Haiti', 0.906), ('Tunisia', 0.9), ('Ukraine', 0.885), ('Kenya', 0.871), ('Cambodia', 0.871), ('Bolivia', 0.87), ('Indonesia', 0.869), ('Tanzania', 0.862), ('Philippines', 0.86), ('South Korea', 0.859), ('Bangladesh', 0.859), ('Myanmar', 0.857), ('Serbia', 0.855), ('Vietnam', 0.851), ('France', 0.845), ('Spain', 0.836), ('China', 0.836), ('South Africa', 0.835), ('India', 0.828), ('Brazil', 0.823), ('Ethiopia', 0.82), ('Mexico', 0.817), ('United States', 0.815), ('Netherlands', 0.808), ('Colombia', 0.778), ('Peru', 0.77), ('Iran', 0.769), ('Thailand', 0.759), ('Pakistan', 0.709), ('Cameroon', 0.693)]"
radio_Philippines,"[('Serbia', 0.926), ('Indonesia', 0.919), ('Brazil', 0.917), ('India', 0.909), ('Colombia', 0.908), ('United States', 0.905), ('Netherlands', 0.819)]"
radio_Netherlands,"[('India', 0.871), ('Brazil', 0.868), ('Colombia', 0.861), ('United States', 0.86), ('Philippines', 0.819), ('Serbia', 0.813), ('Indonesia', 0.77)]"
radio_Indonesia,"[('Philippines', 0.919), ('Serbia', 0.895), ('India', 0.89), ('United States', 0.878), ('Colombia', 0.872), ('Brazil', 0.866), ('Netherlands', 0.77)]"
radio_India,"[('Colombia', 0.933), ('Brazil', 0.931), ('Philippines', 0.909), ('United States', 0.908), ('Serbia', 0.893), ('Indonesia', 0.89), ('Netherlands', 0.871)]"
radio_Serbia,"[('Philippines', 0.926), ('Brazil', 0.921), ('United States', 0.899), ('Colombia', 0.897), ('Indonesia', 0.895), ('India', 0.893), ('Netherlands', 0.813)]"
radio_Colombia,"[('India', 0.933), ('Brazil', 0.918), ('United States', 0.908), ('Philippines', 0.908), ('Serbia', 0.897), ('Indonesia', 0.872), ('Netherlands', 0.861)]"
radio_Brazil,"[('India', 0.931), ('Serbia', 0.921), ('Colombia', 0.918), ('Philippines', 0.917), ('United States', 0.894), ('Netherlands', 0.868), ('Indonesia', 0.866)]"
radio_United States,"[('Colombia', 0.908), ('India', 0.908), ('Philippines', 0.905), ('Serbia', 0.899), ('Brazil', 0.894), ('Indonesia', 0.878), ('Netherlands', 0.86)]"
get water_Nigeria,"[('Burundi', 0.919), ('Haiti', 0.918), ('Zimbabwe', 0.912), ('Myanmar', 0.906), ('Burkina Faso', 0.904), ('Malawi', 0.903), ('South Africa', 0.9), ('Bangladesh', 0.9), ('Philippines', 0.894), ('Nepal', 0.879), ('India', 0.869), ('Pakistan', 0.831), ('Brazil', 0.813), ('Colombia', 0.811), ('Spain', 0.743), ('Netherlands', 0.687)]"
get water_Colombia,"[('Brazil', 0.948), ('India', 0.92), ('Spain', 0.898), ('South Africa', 0.892), ('Netherlands', 0.891), ('Philippines', 0.869), ('Pakistan', 0.85), ('Myanmar', 0.82), ('Nepal', 0.819), ('Nigeria', 0.811), ('Bangladesh', 0.781), ('Haiti', 0.766), ('Zimbabwe', 0.754), ('Burundi', 0.736), ('Malawi', 0.698), ('Burkina Faso', 0.685)]"
get water_Philippines,"[('Myanmar', 0.923), ('India', 0.901), ('Bangladesh', 0.9), ('South Africa', 0.899), ('Haiti', 0.896), ('Nepal', 0.896), ('Nigeria', 0.894), ('Pakistan', 0.87), ('Colombia', 0.869), ('Zimbabwe', 0.864), ('Brazil', 0.842), ('Burundi', 0.834), ('Malawi', 0.814), ('Burkina Faso', 0.807), ('Spain', 0.766), ('Netherlands', 0.701)]"
get water_South Africa,"[('India', 0.91), ('Nigeria', 0.9), ('Philippines', 0.899), ('Zimbabwe', 0.897), ('Haiti', 0.896), ('Colombia', 0.892), ('Myanmar', 0.891), ('Bangladesh', 0.886), ('Brazil', 0.88), ('Nepal', 0.88), ('Malawi', 0.868), ('Pakistan', 0.868), ('Burundi', 0.864), ('Burkina Faso', 0.84), ('Spain', 0.829), ('Netherlands', 0.779)]"
get water_Zimbabwe,"[('Malawi', 0.949), ('Burundi', 0.935), ('Haiti', 0.918), ('Burkina Faso', 0.912), ('Nigeria', 0.912), ('Myanmar', 0.899), ('South Africa', 0.897), ('Bangladesh', 0.875), ('Philippines', 0.864), ('Nepal', 0.861), ('Pakistan', 0.832), ('India', 0.828), ('Colombia', 0.754), ('Brazil', 0.741), ('Spain', 0.673), ('Netherlands', 0.618)]"
get water_Myanmar,"[('Bangladesh', 0.956), ('Nepal', 0.932), ('Philippines', 0.923), ('Nigeria', 0.906), ('India', 0.905), ('Zimbabwe', 0.899), ('Haiti', 0.898), ('South Africa', 0.891), ('Pakistan', 0.88), ('Burundi', 0.873), ('Malawi', 0.869), ('Burkina Faso', 0.855), ('Colombia', 0.82), ('Brazil', 0.812), ('Spain', 0.724), ('Netherlands', 0.679)]"
get water_Malawi,"[('Zimbabwe', 0.949), ('Burkina Faso', 0.946), ('Burundi', 0.921), ('Nigeria', 0.903), ('Haiti', 0.902), ('Bangladesh', 0.869), ('Myanmar', 0.869), ('South Africa', 0.868), ('Nepal', 0.828), ('Philippines', 0.814), ('Pakistan', 0.794), ('India', 0.792), ('Colombia', 0.698), ('Brazil', 0.692), ('Spain', 0.627), ('Netherlands', 0.575)]"
get water_Pakistan,"[('India', 0.912), ('Myanmar', 0.88), ('Nepal', 0.876), ('Bangladesh', 0.873), ('Philippines', 0.87), ('South Africa', 0.868), ('Colombia', 0.85), ('Haiti', 0.838), ('Zimbabwe', 0.832), ('Nigeria', 0.831), ('Brazil', 0.819), ('Burkina Faso', 0.807), ('Malawi', 0.794), ('Burundi', 0.794), ('Spain', 0.732), ('Netherlands', 0.72)]"
get water_Brazil,"[('Colombia', 0.948), ('Spain', 0.917), ('India', 0.893), ('Netherlands', 0.883), ('South Africa', 0.88), ('Philippines', 0.842), ('Nepal', 0.83), ('Pakistan', 0.819), ('Nigeria', 0.813), ('Myanmar', 0.812), ('Bangladesh', 0.777), ('Haiti', 0.748), ('Burundi', 0.745), ('Zimbabwe', 0.741), ('Malawi', 0.692), ('Burkina Faso', 0.675)]"
get water_India,"[('Colombia', 0.92), ('Pakistan', 0.912), ('South Africa', 0.91), ('Nepal', 0.909), ('Bangladesh', 0.907), ('Myanmar', 0.905), ('Philippines', 0.901), ('Brazil', 0.893), ('Nigeria', 0.869), ('Haiti', 0.841), ('Zimbabwe', 0.828), ('Spain', 0.814), ('Burundi', 0.807), ('Netherlands', 0.798), ('Malawi', 0.792), ('Burkina Faso', 0.791)]"
get water_Spain,"[('Brazil', 0.917), ('Colombia', 0.898), ('Netherlands', 0.855), ('South Africa', 0.829), ('India', 0.814), ('Philippines', 0.766), ('Nepal', 0.745), ('Nigeria', 0.743), ('Pakistan', 0.732), ('Myanmar', 0.724), ('Bangladesh', 0.699), ('Haiti', 0.689), ('Burundi', 0.678), ('Zimbabwe', 0.673), ('Malawi', 0.627), ('Burkina Faso', 0.619)]"
get water_Burkina Faso,"[('Malawi', 0.946), ('Zimbabwe', 0.912), ('Nigeria', 0.904), ('Haiti', 0.903), ('Burundi', 0.903), ('Bangladesh', 0.86), ('Myanmar', 0.855), ('South Africa', 0.84), ('Nepal', 0.825), ('Philippines', 0.807), ('Pakistan', 0.807), ('India', 0.791), ('Colombia', 0.685), ('Brazil', 0.675), ('Spain', 0.619), ('Netherlands', 0.555)]"
get water_Bangladesh,"[('Myanmar', 0.956), ('Nepal', 0.94), ('Haiti', 0.907), ('India', 0.907), ('Nigeria', 0.9), ('Philippines', 0.9), ('South Africa', 0.886), ('Zimbabwe', 0.875), ('Pakistan', 0.873), ('Malawi', 0.869), ('Burkina Faso', 0.86), ('Burundi', 0.854), ('Colombia', 0.781), ('Brazil', 0.777), ('Spain', 0.699), ('Netherlands', 0.648)]"
get water_Nepal,"[('Bangladesh', 0.94), ('Myanmar', 0.932), ('India', 0.909), ('Philippines', 0.896), ('Haiti', 0.889), ('South Africa', 0.88), ('Nigeria', 0.879), ('Pakistan', 0.876), ('Zimbabwe', 0.861), ('Burundi', 0.857), ('Brazil', 0.83), ('Malawi', 0.828), ('Burkina Faso', 0.825), ('Colombia', 0.819), ('Spain', 0.745), ('Netherlands', 0.716)]"
get water_Burundi,"[('Zimbabwe', 0.935), ('Malawi', 0.921), ('Nigeria', 0.919), ('Burkina Faso', 0.903), ('Haiti', 0.887), ('Myanmar', 0.873), ('South Africa', 0.864), ('Nepal', 0.857), ('Bangladesh', 0.854), ('Philippines', 0.834), ('India', 0.807), ('Pakistan', 0.794), ('Brazil', 0.745), ('Colombia', 0.736), ('Spain', 0.678), ('Netherlands', 0.636)]"
get water_Haiti,"[('Nigeria', 0.918), ('Zimbabwe', 0.918), ('Bangladesh', 0.907), ('Burkina Faso', 0.903), ('Malawi', 0.902), ('Myanmar', 0.898), ('Philippines', 0.896), ('South Africa', 0.896), ('Nepal', 0.889), ('Burundi', 0.887), ('India', 0.841), ('Pakistan', 0.838), ('Colombia', 0.766), ('Brazil', 0.748), ('Spain', 0.689), ('Netherlands', 0.619)]"
get water_Netherlands,"[('Colombia', 0.891), ('Brazil', 0.883), ('Spain', 0.855), ('India', 0.798), ('South Africa', 0.779), ('Pakistan', 0.72), ('Nepal', 0.716), ('Philippines', 0.701), ('Nigeria', 0.687), ('Myanmar', 0.679), ('Bangladesh', 0.648), ('Burundi', 0.636), ('Haiti', 0.619), ('Zimbabwe', 0.618), ('Malawi', 0.575), ('Burkina Faso', 0.555)]"
waste container_Colombia,"[('Mexico', 0.987), ('Argentina', 0.986), ('Thailand', 0.986), ('Philippines', 0.985), ('Italy', 0.983), ('South Africa', 0.979), ('Turkey', 0.978), ('Indonesia', 0.978), ('Spain', 0.976), ('Romania', 0.976), ('United Arab Emirates', 0.971), ('Saudi Arabia', 0.97), ('China', 0.968), ('Egypt', 0.965), ('South Korea', 0.956), ('United Kingdom', 0.955), ('Nigeria', 0.953), ('Japan', 0.948), ('Hong Kong', 0.936)]"
waste container_Mexico,"[('Colombia', 0.987), ('South Africa', 0.986), ('Philippines', 0.986), ('Argentina', 0.984), ('Thailand', 0.98), ('Italy', 0.979), ('Turkey', 0.973), ('Romania', 0.973), ('Indonesia', 0.971), ('Saudi Arabia', 0.968), ('Spain', 0.965), ('Egypt', 0.965), ('United Arab Emirates', 0.963), ('China', 0.954), ('United Kingdom', 0.954), ('Nigeria', 0.954), ('Japan', 0.949), ('South Korea', 0.942), ('Hong Kong', 0.917)]"
waste container_Turkey,"[('Argentina', 0.984), ('Italy', 0.98), ('Colombia', 0.978), ('Spain', 0.976), ('Philippines', 0.973), ('Thailand', 0.973), ('Mexico', 0.973), ('Romania', 0.97), ('United Arab Emirates', 0.969), ('Indonesia', 0.968), ('South Africa', 0.965), ('China', 0.964), ('Saudi Arabia', 0.963), ('Egypt', 0.959), ('South Korea', 0.957), ('United Kingdom', 0.947), ('Japan', 0.946), ('Nigeria', 0.942), ('Hong Kong', 0.927)]"
waste container_Argentina,"[('Colombia', 0.986), ('Italy', 0.985), ('Turkey', 0.984), ('Spain', 0.984), ('Mexico', 0.984), ('Philippines', 0.976), ('South Africa', 0.975), ('Thailand', 0.974), ('Romania', 0.971), ('Indonesia', 0.967), ('United Arab Emirates', 0.966), ('China', 0.962), ('Saudi Arabia', 0.96), ('United Kingdom', 0.956), ('Egypt', 0.951), ('South Korea', 0.95), ('Japan', 0.946), ('Nigeria', 0.941), ('Hong Kong', 0.924)]"
waste container_Spain,"[('Italy', 0.984), ('Argentina', 0.984), ('Colombia', 0.976), ('Turkey', 0.976), ('Romania', 0.969), ('Thailand', 0.967), ('Mexico', 0.965), ('United Arab Emirates', 0.963), ('China', 0.961), ('South Korea', 0.956), ('Philippines', 0.956), ('United Kingdom', 0.956), ('South Africa', 0.955), ('Indonesia', 0.948), ('Japan', 0.948), ('Saudi Arabia', 0.946), ('Hong Kong', 0.928), ('Egypt', 0.925), ('Nigeria', 0.91)]"
waste container_Thailand,"[('Colombia', 0.986), ('Philippines', 0.986), ('Indonesia', 0.98), ('Mexico', 0.98), ('Italy', 0.979), ('Argentina', 0.974), ('Turkey', 0.973), ('China', 0.973), ('South Africa', 0.97), ('Romania', 0.97), ('United Arab Emirates', 0.968), ('Spain', 0.967), ('Saudi Arabia', 0.966), ('South Korea', 0.962), ('Egypt', 0.958), ('Japan', 0.955), ('United Kingdom', 0.952), ('Nigeria', 0.949), ('Hong Kong', 0.94)]"
waste container_Indonesia,"[('Philippines', 0.987), ('Thailand', 0.98), ('Colombia', 0.978), ('Mexico', 0.971), ('Turkey', 0.968), ('Nigeria', 0.968), ('Italy', 0.967), ('Argentina', 0.967), ('South Africa', 0.963), ('China', 0.962), ('Egypt', 0.961), ('United Arab Emirates', 0.958), ('Saudi Arabia', 0.952), ('Romania', 0.951), ('Spain', 0.948), ('South Korea', 0.937), ('United Kingdom', 0.931), ('Hong Kong', 0.928), ('Japan', 0.924)]"
waste container_United Kingdom,"[('Romania', 0.969), ('Italy', 0.966), ('South Africa', 0.962), ('Spain', 0.956), ('Argentina', 0.956), ('Colombia', 0.955), ('Mexico', 0.954), ('Thailand', 0.952), ('Turkey', 0.947), ('Philippines', 0.945), ('United Arab Emirates', 0.937), ('China', 0.936), ('South Korea', 0.933), ('Japan', 0.933), ('Indonesia', 0.931), ('Saudi Arabia', 0.928), ('Egypt', 0.914), ('Hong Kong', 0.905), ('Nigeria', 0.901)]"
waste container_Philippines,"[('Indonesia', 0.987), ('Thailand', 0.986), ('Mexico', 0.986), ('Colombia', 0.985), ('South Africa', 0.978), ('Argentina', 0.976), ('Italy', 0.974), ('Turkey', 0.973), ('Egypt', 0.968), ('Romania', 0.965), ('Nigeria', 0.965), ('China', 0.962), ('Saudi Arabia', 0.962), ('United Arab Emirates', 0.962), ('Spain', 0.956), ('South Korea', 0.948), ('United Kingdom', 0.945), ('Japan', 0.945), ('Hong Kong', 0.927)]"
waste container_China,"[('Hong Kong', 0.978), ('Thailand', 0.973), ('Colombia', 0.968), ('South Korea', 0.965), ('Turkey', 0.964), ('Italy', 0.964), ('United Arab Emirates', 0.964), ('Indonesia', 0.962), ('Argentina', 0.962), ('Philippines', 0.962), ('Spain', 0.961), ('Mexico', 0.954), ('Romania', 0.951), ('Japan', 0.944), ('South Africa', 0.94), ('Saudi Arabia', 0.94), ('United Kingdom', 0.936), ('Egypt', 0.934), ('Nigeria', 0.929)]"
waste container_South Africa,"[('Mexico', 0.986), ('Colombia', 0.979), ('Philippines', 0.978), ('Argentina', 0.975), ('Italy', 0.974), ('Romania', 0.974), ('Thailand', 0.97), ('Saudi Arabia', 0.968), ('Turkey', 0.965), ('Egypt', 0.964), ('Indonesia', 0.963), ('United Kingdom', 0.962), ('United Arab Emirates', 0.956), ('Spain', 0.955), ('Nigeria', 0.954), ('China', 0.94), ('Japan', 0.939), ('South Korea', 0.933), ('Hong Kong', 0.901)]"
waste container_Nigeria,"[('Egypt', 0.97), ('Indonesia', 0.968), ('Philippines', 0.965), ('South Africa', 0.954), ('Mexico', 0.954), ('Colombia', 0.953), ('Thailand', 0.949), ('Saudi Arabia', 0.947), ('Turkey', 0.942), ('Argentina', 0.941), ('United Arab Emirates', 0.94), ('Italy', 0.937), ('China', 0.929), ('Romania', 0.922), ('Spain', 0.91), ('United Kingdom', 0.901), ('South Korea', 0.893), ('Japan', 0.891), ('Hong Kong', 0.889)]"
waste container_Japan,"[('South Korea', 0.968), ('Italy', 0.955), ('Romania', 0.955), ('Thailand', 0.955), ('Mexico', 0.949), ('Colombia', 0.948), ('Spain', 0.948), ('Turkey', 0.946), ('Argentina', 0.946), ('Philippines', 0.945), ('China', 0.944), ('South Africa', 0.939), ('Saudi Arabia', 0.938), ('United Kingdom', 0.933), ('United Arab Emirates', 0.932), ('Indonesia', 0.924), ('Egypt', 0.92), ('Hong Kong', 0.918), ('Nigeria', 0.891)]"
waste container_South Korea,"[('Japan', 0.968), ('China', 0.965), ('Thailand', 0.962), ('Turkey', 0.957), ('Colombia', 0.956), ('Spain', 0.956), ('Italy', 0.955), ('Romania', 0.954), ('Argentina', 0.95), ('Hong Kong', 0.948), ('Philippines', 0.948), ('United Arab Emirates', 0.943), ('Mexico', 0.942), ('Indonesia', 0.937), ('South Africa', 0.933), ('United Kingdom', 0.933), ('Saudi Arabia', 0.93), ('Egypt', 0.913), ('Nigeria', 0.893)]"
waste container_Egypt,"[('Saudi Arabia', 0.979), ('Nigeria', 0.97), ('Philippines', 0.968), ('Colombia', 0.965), ('Mexico', 0.965), ('South Africa', 0.964), ('Indonesia', 0.961), ('Turkey', 0.959), ('Thailand', 0.958), ('United Arab Emirates', 0.956), ('Italy', 0.951), ('Argentina', 0.951), ('Romania', 0.95), ('China', 0.934), ('Spain', 0.925), ('Japan', 0.92), ('United Kingdom', 0.914), ('South Korea', 0.913), ('Hong Kong', 0.889)]"
waste container_Italy,"[('Argentina', 0.985), ('Spain', 0.984), ('Colombia', 0.983), ('Turkey', 0.98), ('Romania', 0.98), ('Thailand', 0.979), ('Mexico', 0.979), ('South Africa', 0.974), ('Philippines', 0.974), ('Indonesia', 0.967), ('United Kingdom', 0.966), ('China', 0.964), ('United Arab Emirates', 0.963), ('Saudi Arabia', 0.962), ('South Korea', 0.955), ('Japan', 0.955), ('Egypt', 0.951), ('Nigeria', 0.937), ('Hong Kong', 0.929)]"
waste container_Romania,"[('Italy', 0.98), ('Colombia', 0.976), ('South Africa', 0.974), ('Mexico', 0.973), ('Argentina', 0.971), ('Turkey', 0.97), ('Thailand', 0.97), ('Spain', 0.969), ('United Kingdom', 0.969), ('Philippines', 0.965), ('Saudi Arabia', 0.958), ('Japan', 0.955), ('South Korea', 0.954), ('United Arab Emirates', 0.954), ('Indonesia', 0.951), ('China', 0.951), ('Egypt', 0.95), ('Nigeria', 0.922), ('Hong Kong', 0.917)]"
waste container_Saudi Arabia,"[('Egypt', 0.979), ('Colombia', 0.97), ('South Africa', 0.968), ('Mexico', 0.968), ('Thailand', 0.966), ('United Arab Emirates', 0.966), ('Turkey', 0.963), ('Italy', 0.962), ('Philippines', 0.962), ('Argentina', 0.96), ('Romania', 0.958), ('Indonesia', 0.952), ('Nigeria', 0.947), ('Spain', 0.946), ('China', 0.94), ('Japan', 0.938), ('South Korea', 0.93), ('United Kingdom', 0.928), ('Hong Kong', 0.894)]"
waste container_United Arab Emirates,"[('Colombia', 0.971), ('Turkey', 0.969), ('Thailand', 0.968), ('Argentina', 0.966), ('Saudi Arabia', 0.966), ('China', 0.964), ('Italy', 0.963), ('Spain', 0.963), ('Mexico', 0.963), ('Philippines', 0.962), ('Indonesia', 0.958), ('South Africa', 0.956), ('Egypt', 0.956), ('Romania', 0.954), ('South Korea', 0.943), ('Nigeria', 0.94), ('United Kingdom', 0.937), ('Hong Kong', 0.932), ('Japan', 0.932)]"
waste container_Hong Kong,"[('China', 0.978), ('South Korea', 0.948), ('Thailand', 0.94), ('Colombia', 0.936), ('United Arab Emirates', 0.932), ('Italy', 0.929), ('Spain', 0.928), ('Indonesia', 0.928), ('Turkey', 0.927), ('Philippines', 0.927), ('Argentina', 0.924), ('Japan', 0.918), ('Romania', 0.917), ('Mexico', 0.917), ('United Kingdom', 0.905), ('South Africa', 0.901), ('Saudi Arabia', 0.894), ('Egypt', 0.889), ('Nigeria', 0.889)]"
computer_India,"[('Colombia', 0.958), ('United States', 0.886)]"
computer_United States,"[('Colombia', 0.892), ('India', 0.886)]"
computer_Colombia,"[('India', 0.958), ('United States', 0.892)]"
stove_Turkey,"[('Romania', 0.986), ('Italy', 0.984), ('Colombia', 0.98), ('Saudi Arabia', 0.977), ('United Kingdom', 0.976), ('Egypt', 0.973), ('South Africa', 0.971), ('Argentina', 0.971), ('United Arab Emirates', 0.971), ('Spain', 0.966), ('South Korea', 0.961), ('Mexico', 0.96), ('Thailand', 0.951), ('Netherlands', 0.947), ('Japan', 0.946), ('Indonesia', 0.93), ('Philippines', 0.929), ('Nigeria', 0.916), ('China', 0.907), ('Pakistan', 0.892), ('India', 0.881), ('United States', 0.876), ('Brazil', 0.873), ('Serbia', 0.844), ('Cameroon', 0.821), ('Vietnam', 0.756), ('Nepal', 0.748), ('Bangladesh', 0.649), ('Malawi', 0.594)]"
stove_Indonesia,"[('Philippines', 0.99), ('Nigeria', 0.973), ('Thailand', 0.969), ('Egypt', 0.948), ('South Korea', 0.944), ('South Africa', 0.943), ('Colombia', 0.938), ('Japan', 0.937), ('China', 0.933), ('Turkey', 0.93), ('India', 0.927), ('United Arab Emirates', 0.927), ('Pakistan', 0.92), ('Saudi Arabia', 0.913), ('Argentina', 0.912), ('Mexico', 0.911), ('Romania', 0.905), ('Italy', 0.904), ('United Kingdom', 0.898), ('Cameroon', 0.893), ('Spain', 0.887), ('Netherlands', 0.862), ('Brazil', 0.852), ('Serbia', 0.826), ('Vietnam', 0.823), ('Nepal', 0.808), ('United States', 0.804), ('Bangladesh', 0.725), ('Malawi', 0.655)]"
stove_Mexico,"[('Argentina', 0.986), ('Colombia', 0.978), ('Egypt', 0.971), ('Romania', 0.97), ('United Arab Emirates', 0.97), ('Saudi Arabia', 0.969), ('South Africa', 0.961), ('Turkey', 0.96), ('Italy', 0.951), ('United Kingdom', 0.951), ('South Korea', 0.937), ('Spain', 0.93), ('Japan', 0.925), ('Thailand', 0.92), ('Indonesia', 0.911), ('Philippines', 0.91), ('Netherlands', 0.909), ('Nigeria', 0.893), ('United States', 0.891), ('China', 0.868), ('Brazil', 0.862), ('Pakistan', 0.856), ('India', 0.847), ('Serbia', 0.815), ('Cameroon', 0.801), ('Vietnam', 0.724), ('Nepal', 0.721), ('Bangladesh', 0.62), ('Malawi', 0.571)]"
stove_Philippines,"[('Indonesia', 0.99), ('Thailand', 0.974), ('Nigeria', 0.973), ('China', 0.951), ('South Korea', 0.949), ('Egypt', 0.947), ('India', 0.945), ('South Africa', 0.944), ('Colombia', 0.939), ('Pakistan', 0.937), ('Japan', 0.937), ('Turkey', 0.929), ('United Arab Emirates', 0.924), ('Saudi Arabia', 0.914), ('Argentina', 0.91), ('Mexico', 0.91), ('Cameroon', 0.908), ('Italy', 0.906), ('Romania', 0.904), ('United Kingdom', 0.899), ('Spain', 0.895), ('Brazil', 0.876), ('Netherlands', 0.872), ('Vietnam', 0.858), ('Serbia', 0.857), ('Nepal', 0.844), ('United States', 0.821), ('Bangladesh', 0.77), ('Malawi', 0.704)]"
